feature_name,mean,median,std,count
ITGAM,4.817807013792825,4.185757201676458,3.0481034378762217,4270
IL2RG,4.828717402465146,4.247828181775744,2.8504711846176236,2293
AKR1C1,4.829834046924183,3.8693224800104593,3.4055762939263454,5992
DUMMY_0503,4.838266539623174,4.814836436515315,1.167560272678391,9
EDNRB,4.841382313615585,4.269891378288312,2.8432906240160434,2620
CXCR4,4.846624283937197,4.327161876193628,2.8799532937718966,9598
TOMM7,4.853887654597649,4.328751050654638,2.793413930382344,61376
DUMMY_0506,4.854520272149698,4.689795742572588,2.308416136711206,37
CYRIA,4.859960441187581,4.181708114748313,3.1732885404285702,3072
HAVCR2,4.877892370210819,4.303691856558684,2.9577911729344213,5916
ALDH1A3,4.886545415212065,4.203470312501031,3.0374593460034323,3705
KDR,4.886630441752928,4.351395822156644,2.8846028240440122,6153
PRDM1,4.899470009800732,4.310653584641975,3.006645566442251,3848
ADGRE5,4.899525119573374,4.24786939582991,3.0303086355669535,3773
ERCC-00002,4.906497769967682,3.916294760430377,3.3194443820212665,30
DUMMY_0509,4.907922770728195,4.779978648462848,2.5540306644114796,12
LY86,4.915780377255372,4.223954870060714,3.065030147738146,3158
ADAM9,4.92026560119002,4.314044743141455,2.9808728101405864,16395
LYZ,4.9295580459845745,4.308960400570628,3.0393759854247997,7448
CLEC14A,4.931368683306537,4.456925948053367,2.869611016269201,9423
DUMMY_0514,4.953066167956001,4.277025261845966,2.9239641167808816,43
SVIL,4.968577255571944,4.370326656113733,3.0807418894800223,15979
PIM1,4.989157474271621,4.35783891014442,3.1205888886766537,3012
RAMP2,4.9945706151301055,4.459618508762411,2.9292896671918416,6718
CDC42EP1,4.997604782184525,4.4627315507091465,3.0044759883670555,1825
MNDA,5.006298932548781,4.403187032551125,3.110424423476873,5057
DUMMY_0501,5.008311145843533,3.66630553550662,3.8659081348043087,25
DUMMY_0527,5.011408469557911,4.631749038808529,3.1671136774625572,35
DUMMY_0517,5.022042747104381,4.359379978022735,3.0869502430005578,47
DUMMY_0540,5.0312709150873225,4.356821355388011,2.939419867591644,59
TPSAB1,5.057998327174806,4.471279504300432,3.1206018632964816,2725
ERCC-00035,5.066195886818994,4.2835257412494405,3.130489121477549,87
IGSF6,5.067346763408084,4.469425789544976,3.0457080952527984,4611
KARS1,5.071983922994074,4.487181995314945,2.9872815643858672,7852
GLIPR1,5.078116635978519,4.504643172892944,3.0730405560835257,9407
CCL8,5.079334307157156,4.3387898144436345,3.196872410210853,1858
MMRN2,5.081922147673001,4.5215866340257405,3.00644595417602,5222
FCGR3A,5.083275644309506,4.514265009033545,3.0262284695427923,9469
DUMMY_0522,5.095138471428006,4.233373944364769,3.30925822341536,49
CPA3,5.096647834615006,4.495365726376249,3.0152588059518877,4411
ERCC-00012,5.11045543091029,4.0445412665886975,3.4659371781174917,114
CX3CR1,5.12335645471372,4.605935173740685,2.998590012329374,12180
CAVIN2,5.131712958639336,4.489587775469789,3.2104328062443086,1329
ANGPT2,5.136237798165413,4.5572801627719475,3.0488758809252454,4149
ITM2C,5.136990124301521,4.568659624294753,3.079178698662462,8617
EGFR,5.157453705217089,4.511598510569787,3.1875683202211227,3375
APOC1,5.165993472500977,4.732521059006975,2.9080383846242848,4640
TYROBP,5.166003883752608,4.51044659718834,3.192168742414308,2600
DUMMY_0534,5.167454948955322,4.655158281332055,3.4484545404730342,80
GZMK,5.167504506273542,4.59296483625682,3.114023658634386,389
DUMMY_0510,5.1784021743703565,4.186162475362116,3.166094089959465,43
ERCC-00041,5.181057305218843,4.331945792544024,3.3694757101031017,50
FGL2,5.197618619734768,4.653453443996887,3.0980195102181405,7544
CD4,5.2071641779108315,4.602962551260717,3.129868583845045,12326
CD93,5.275937639035838,4.787033532624175,2.9767572694388464,15021
DUMMY_0516,5.2884357247685925,4.704144163450775,3.6755703862672484,25
DUMMY_0513,5.301104091366343,5.315737154434854,2.821240433507914,19
DUMMY_0505,5.395154073139383,4.616408779872752,2.932028027979672,18
ERCC-00022,5.396376940239279,4.780603148615777,3.8332344960156233,62
BASP1,5.403583391346069,4.801763736586432,3.1760153892740184,10505
DUMMY_0538,5.4065537858264845,4.699346289408264,3.2672867163091874,51
PECAM1,5.407033125329406,4.915368677959021,3.0733934615141685,20040
CD14,5.4083526373475515,4.8504923186545055,3.1828850873119903,8034
AQP1,5.422905847219557,4.906803623982527,3.117608518044713,23672
VWF,5.435424336553858,4.935628584498785,3.0963985689335325,10131
